6	20	450	1440	1440																																					

3	3	3	3	3	3																																				

0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0

0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0

360     380     405     405     420     445     445     465     500     505     510     525     525     535     555     565     585     585     600     615     645     420     445     445     460     485     485     505     550     545     550     565     565     575     595     605     625     625     640     655     695     360
810     410     435     435     450     475     475     495     530     535     540     555     555     565     585     595     615     615     630     645     675     450     475     475     490     515     515     535     580     575     580     595     595     605     625     635     655     655     670     685     725     810

999	14	22	8	12	11	10	16	16	7	9	13	5	11	8	17	12	15	10	9	5	18	5	5	6	18	12	7	11	9	7	7	22	12	16	5	11	11	7	9	7	999
999	999	11	9	22	20	13	25	26	17	9	4	13	25	12	5	22	6	18	18	12	5	13	12	16	12	7	12	21	18	17	16	11	22	25	13	25	16	17	19	9	999
999	11	999	17	25	23	17	26	29	23	17	12	21	26	18	6	22	15	20	20	20	5	21	20	24	6	15	18	23	20	23	20	999	22	26	21	26	25	23	20	17	999
999	9	17	999	15	13	6	17	19	9	4	8	5	17	5	12	14	11	11	11	5	13	5	5	10	17	7	5	14	11	9	9	17	14	17	5	17	17	9	11	999	999
999	22	25	15	999	4	12	9	8	7	16	20	12	9	12	26	6	24	8	7	11	25	12	11	8	17	20	12	4	8	7	9	25	6	9	12	9	19	7	9	13	999
999	20	23	13	4	999	10	10	9	6	15	19	11	10	10	24	6	23	6	5	10	23	11	10	7	16	19	10	1	6	6	7	23	6	10	11	10	18	6	8	12	999
999	13	17	6	12	10	999	14	17	11	8	12	9	13	4	17	10	16	7	8	8	17	9	8	13	13	12	4	11	7	11	7	17	10	14	9	13	11	11	8	5	999
999	25	26	17	9	10	14	999	10	9	15	19	12	13	9	23	4	23	6	6	12	22	12	12	13	14	19	9	8	6	9	6	26	4	999	12	1	18	9	6	12	999
999	26	29	19	8	9	17	10	999	12	21	25	16	9	17	30	10	28	12	12	16	29	16	16	13	22	24	17	8	12	12	14	29	10	10	16	9	23	12	14	19	999
999	17	23	9	7	6	11	9	12	999	12	4	8	11	7	21	7	20	4	4	7	21	8	7	6	16	16	7	6	4	1	4	23	7	9	8	11	15	999	4	9	999
999	9	17	4	16	15	8	15	21	12	999	6	10	21	9	10	18	9	15	15	9	11	10	9	13	17	5	9	18	15	13	13	17	18	15	10	21	4	12	15	5	999
999	4	12	8	20	19	12	19	25	4	6	999	11	23	10	7	20	6	17	17	10	8	11	10	14	14	5	10	19	17	15	15	13	20	24	11	23	6	15	17	7	999
999	13	21	5	12	11	9	12	16	8	10	11	999	15	5	16	11	15	8	8	2	16	999	2	7	17	11	5	11	8	6	6	19	11	15	999	15	10	6	8	6	999
999	25	26	17	9	10	13	13	9	11	21	23	15	999	9	23	4	23	6	6	12	22	12	12	13	14	19	9	7	6	9	6	16	4	1	12	999	18	9	6	12	999
999	12	18	5	12	10	4	9	17	7	9	10	5	9	999	16	9	15	6	6	5	16	6	5	10	12	11	999	9	6	7	6	14	9	12	6	12	10	7	7	4	999
999	5	6	12	26	24	17	23	30	21	10	7	16	23	16	999	25	9	21	21	15	1	16	15	19	11	10	15	24	21	20	19	9	25	29	16	28	11	20	22	12	999
999	22	22	14	6	6	10	4	10	7	18	20	11	4	9	25	999	24	7	7	13	23	13	13	12	16	20	10	6	7	10	8	18	999	5	13	5	19	10	7	14	999
999	6	15	11	24	23	16	23	28	20	9	6	15	23	15	9	24	999	19	20	13	11	14	13	17	19	8	13	22	19	18	17	17	23	27	14	26	9	18	20	10	999
999	18	20	11	8	6	7	6	12	4	15	17	8	6	6	21	7	19	999	1	10	22	11	10	9	15	19	10	5	999	6	5	17	5	8	11	8	18	6	5	12	999
999	18	20	11	7	5	8	6	12	4	15	17	8	6	6	21	7	20	1	999	9	21	9	9	8	13	18	8	6	1	5	4	16	5	9	9	8	17	5	4	11	999
999	12	20	5	11	10	8	12	16	7	9	10	2	12	5	15	13	13	10	9	999	17	2	999	7	16	11	4	11	8	6	6	18	11	15	2	14	10	6	8	5	999
999	5	5	13	25	23	17	22	29	21	11	8	16	22	16	1	23	11	22	21	17	999	16	16	19	9	11	16	25	22	21	20	8	26	29	16	29	11	21	22	12	18
999	13	21	5	12	11	9	12	16	8	10	11	999	12	6	16	13	14	11	9	2	16	999	2	7	17	11	5	11	8	8	6	21	11	15	999	15	10	6	8	6	5
999	12	20	5	11	10	8	12	16	7	9	10	2	12	5	15	13	13	10	9	999	16	2	999	7	16	11	4	11	8	7	6	18	11	15	2	14	10	6	8	5	5
999	16	24	10	8	7	13	13	13	6	13	14	7	13	10	19	12	17	9	8	7	19	7	7	999	20	17	10	11	7	6	8	22	11	15	10	14	16	5	8	11	6
999	12	6	17	17	16	13	14	22	16	17	14	17	14	12	11	16	19	15	13	16	9	17	16	20	999	17	14	19	16	16	16	2	18	22	19	22	18	19	16	17	21
999	7	15	7	20	19	12	19	24	16	5	5	11	19	11	10	20	8	19	18	11	11	11	11	17	17	999	11	20	17	16	15	12	20	24	11	23	6	15	17	7	13
999	12	18	5	12	10	4	9	17	7	9	10	5	9	999	15	10	13	10	8	4	16	5	4	10	14	11	999	9	6	7	6	14	9	12	6	12	10	7	7	4	8
999	21	23	14	4	1	11	8	8	6	18	19	11	7	9	24	6	22	5	6	11	25	11	11	11	19	20	9	999	6	6	8	18	7	10	10	10	17	6	8	12	9
999	18	20	11	8	6	7	6	12	4	15	17	8	6	6	21	7	19	999	1	8	22	8	8	7	16	17	6	6	999	4	5	17	5	8	11	8	18	6	5	12	10
999	17	23	9	7	6	11	9	12	1	13	15	6	9	7	20	10	18	6	5	6	21	8	7	6	16	16	7	6	4	999	4	18	7	11	8	11	15	999	4	9	7
999	16	20	9	9	7	7	6	14	4	13	15	6	6	6	19	8	17	5	4	6	20	6	6	8	16	15	6	8	5	4	999	14	6	10	7	9	15	5	2	9	7
999	11	999	17	25	23	17	26	29	23	17	13	19	16	14	9	18	17	17	16	18	8	21	18	22	2	12	14	18	17	18	14	999	22	26	21	26	16	23	20	17	22
999	22	22	14	6	6	10	4	10	7	18	20	11	4	9	25	999	23	5	5	11	26	11	11	11	18	20	9	7	5	7	6	22	999	5	13	5	19	10	7	14	13
999	25	26	17	9	10	14	999	10	9	15	24	15	1	12	29	5	27	8	9	15	29	15	15	15	22	24	12	10	8	11	10	26	5	999	12	1	18	9	6	12	11
999	13	21	5	12	11	9	12	16	8	10	11	999	12	6	16	13	14	11	9	2	16	999	2	10	19	11	6	10	11	8	7	21	13	12	999	15	10	6	8	6	5
999	25	26	17	9	10	13	1	9	11	21	23	15	999	12	28	5	26	8	8	14	29	15	14	14	22	23	12	10	8	11	9	26	5	1	15	999	18	9	6	12	11
999	16	25	17	19	18	11	18	23	15	4	6	10	18	10	11	19	9	18	17	10	11	10	10	16	18	6	10	17	18	15	15	16	19	18	10	18	999	14	16	6	12
999	17	23	9	7	6	11	9	12	999	12	15	6	9	7	20	10	18	6	5	6	21	6	6	5	19	15	7	6	6	999	5	23	10	9	6	9	14	999	4	9	7
999	19	20	11	9	8	8	6	14	4	15	17	8	6	7	22	7	20	5	4	8	22	8	8	8	16	17	7	8	5	4	2	20	7	6	8	6	16	4	999	8	5
999	9	17	999	13	12	5	12	19	9	5	7	6	12	4	12	14	10	12	11	5	12	6	5	11	17	7	4	12	12	9	9	17	14	12	6	12	6	9	8	999	8
000	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
